Timestamp,SensorID_enc,TimeDelta,event_count,progress_ratio,participant_id,task_id,TimeOfDay_enc,SensorType_enc,sensor_value_binary,sensor_value_continuous,sensor_value_phone,ActivityLabel
47:03.8,21,0.015048524,0.753846154,0.871647836,6,4,1,3,1,0,0,Clean
47:07.5,21,0.025547097,0.769230769,0.880147048,6,4,1,3,0,0,0,Clean
47:08.7,21,0.008739936,0.784615385,0.883054719,6,4,1,3,1,0,0,Clean
47:15.2,21,0.045576083,0.8,0.898217334,6,4,1,3,1,0,0,Clean
47:15.4,22,0.000882811,0.815384615,0.898511034,6,4,1,3,1,0,0,Clean
47:18.7,21,0.02362794,0.830769231,0.906371766,6,4,1,3,1,0,0,Clean
47:23.7,22,0.034651152,0.846153846,0.917899787,6,4,1,3,0,0,0,Clean
47:25.7,21,0.013964256,0.861538462,0.922545527,6,4,1,3,0,0,0,Clean
47:28.2,3,0.017983922,0.876923077,0.928528561,6,4,1,1,1,0,0,Clean
47:43.2,10,0.104441107,0.892307692,0.963274861,6,4,1,2,0,0,0,Clean
47:47.6,5,0.031283195,0.907692308,0.973682403,6,4,1,2,0,0,0,Clean
47:52.5,9,0.033927515,0.923076923,0.98496968,6,4,1,2,0,0,0,Clean
47:52.7,9,0.001758483,0.938461538,0.985554706,6,4,1,2,0,0,0,Clean
47:53.4,9,0.005042268,0.953846154,0.987232208,6,4,1,2,0,0,0,Clean
47:55.4,21,0.01355803,0.969230769,0.991742801,6,4,1,3,1,0,0,Clean
47:58.7,3,0.023096394,0.984615385,0.999426694,6,4,1,1,0,0,0,Clean
47:58.9,21,0.001723255,1,1,6,4,1,3,0,0,0,Clean
07:22.4,13,0,0,0,7,0,1,3,1,0,0,Make a phone call
07:23.7,14,0.046689536,0.028571429,0.010172631,7,0,1,3,1,0,0,Make a phone call
07:23.8,15,0.005514787,0.057142857,0.011374182,7,0,1,3,1,0,0,Make a phone call
07:24.6,23,0.028096152,0.085714286,0.017495721,7,0,1,3,0,0,0,Make a phone call
07:24.7,16,0.004622386,0.114285714,0.018502838,7,0,1,3,1,0,0,Make a phone call
07:24.9,13,0.005699171,0.142857143,0.019744563,7,0,1,3,0,0,0,Make a phone call
07:25.9,18,0.038193743,0.171428571,0.028066145,7,0,1,3,1,0,0,Make a phone call
07:26.8,15,0.035547587,0.2,0.035811188,7,0,1,3,0,0,0,Make a phone call
07:27.0,14,0.00454788,0.228571429,0.036802072,7,0,1,3,0,0,0,Make a phone call
07:27.9,16,0.033348359,0.257142857,0.044067951,7,0,1,3,0,0,0,Make a phone call
07:29.5,17,0.060998329,0.285714286,0.057358156,7,0,1,3,1,0,0,Make a phone call
07:29.7,12,0.007452106,0.314285714,0.058981807,7,0,1,2,0,0,0,Make a phone call
07:30.2,17,0.019525405,0.342857143,0.063235966,7,0,1,3,0,0,0,Make a phone call
07:32.5,18,0.083914359,0.371428571,0.081519073,7,0,1,3,0,0,0,Make a phone call
07:32.6,18,0.006557506,0.4,0.08294781,7,0,1,3,1,0,0,Make a phone call
07:34.3,18,0.060065824,0.428571429,0.096034842,7,0,1,3,0,0,0,Make a phone call
07:41.8,18,0.281774348,0.457142857,0.157427321,7,0,1,3,1,0,0,Make a phone call
07:43.3,18,0.056191261,0.485714286,0.16967017,7,0,1,3,0,0,0,Make a phone call
07:54.6,17,0.419867695,0.514285714,0.261150174,7,0,1,3,1,0,0,Make a phone call
07:56.5,17,0.071989998,0.542857143,0.276835223,7,0,1,3,0,0,0,Make a phone call
08:00.8,17,0.161136101,0.571428571,0.311943261,7,0,1,3,1,0,0,Make a phone call
08:04.1,17,0.122450667,0.6,0.338622588,7,0,1,3,0,0,0,Make a phone call
08:09.3,17,0.193908982,0.628571429,0.380871122,7,0,1,3,1,0,0,Make a phone call
08:11.1,17,0.066064586,0.657142857,0.395265153,7,0,1,3,0,0,0,Make a phone call
08:12.0,24,0.033422828,0.685714286,0.402547258,7,0,1,4,0,0,1,Make a phone call
08:20.6,18,0.319627165,0.714285714,0.472187039,7,0,1,3,1,0,1,Make a phone call
08:23.7,18,0.116123092,0.742857143,0.497487725,7,0,1,3,0,0,1,Make a phone call
08:29.7,17,0.224915585,0.771428571,0.546491921,7,0,1,3,1,0,1,Make a phone call
08:32.7,17,0.110526754,0.8,0.570573288,7,0,1,3,0,0,1,Make a phone call
08:59.5,17,1,0.828571429,0.788451456,7,0,1,3,1,0,1,Make a phone call
09:01.8,17,0.083950885,0.857142857,0.806742521,7,0,1,3,0,0,1,Make a phone call
09:21.0,18,0.716013826,0.885714286,0.962746302,7,0,1,3,1,0,1,Make a phone call
09:21.5,17,0.020795184,0.914285714,0.967277118,7,0,1,3,1,0,1,Make a phone call
09:22.0,18,0.016734784,0.942857143,0.970923262,7,0,1,3,0,0,1,Make a phone call
09:22.0,24,0.00034551,0.971428571,0.970998541,7,0,1,4,0,0,1,Make a phone call
09:25.6,17,0.133108604,1,1,7,0,1,3,0,0,0,Make a phone call
09:42.0,17,0,0,0,7,1,1,3,1,0,0,Wash hands
09:42.6,18,0.052114541,0.04,0.016835797,7,1,1,3,1,0,0,Wash hands
09:43.5,17,0.078328853,0.08,0.042140226,7,1,1,3,0,0,0,Wash hands
09:45.6,18,0.170360739,0.12,0.097175899,7,1,1,3,0,0,0,Wash hands
09:46.3,18,0.062567097,0.16,0.117388434,7,1,1,3,1,0,0,Wash hands
09:46.7,17,0.032611263,0.2,0.127923624,7,1,1,3,1,0,0,Wash hands
09:47.5,19,0.062485423,0.24,0.148109774,7,1,1,3,1,0,0,Wash hands
09:47.9,20,0.035099359,0.28,0.159448753,7,1,1,3,1,0,0,Wash hands
09:48.4,17,0.043483981,0.32,0.173496415,7,1,1,3,0,0,0,Wash hands
09:49.2,21,0.067380685,0.36,0.195263998,7,1,1,3,1,0,0,Wash hands
09:50.5,18,0.103397475,0.4,0.228666938,7,1,1,3,0,0,0,Wash hands
09:51.0,20,0.039662195,0.44,0.241479959,7,1,1,3,0,0,0,Wash hands
09:51.2,19,0.01958877,0.48,0.247808184,7,1,1,3,0,0,0,Wash hands
09:52.5,21,0.105547998,0.52,0.281905859,7,1,1,3,0,0,0,Wash hands
09:53.2,2,0.056573125,0.56,0.300182019,7,1,1,0,0,0.164471305,0,Wash hands
10:05.2,2,1,0.6,0.623235757,7,1,1,0,0,1,0,Wash hands
10:06.9,21,0.140007155,0.64,0.668465591,7,1,1,3,1,0,0,Wash hands
10:08.4,2,0.122125173,0.68,0.707918585,7,1,1,0,0,0.419634511,0,Wash hands
10:10.4,21,0.168307247,0.72,0.76229087,7,1,1,3,0,0,0,Wash hands
10:11.7,21,0.107708231,0.76,0.797086417,7,1,1,3,1,0,0,Wash hands
10:13.4,21,0.139242117,0.8,0.842069103,7,1,1,3,0,0,0,Wash hands
10:13.7,22,0.028711122,0.84,0.851344339,7,1,1,3,1,0,0,Wash hands
10:14.5,21,0.066718903,0.88,0.87289813,7,1,1,3,1,0,0,Wash hands
10:16.5,21,0.164826105,0.92,0.926145819,7,1,1,3,0,0,0,Wash hands
10:17.0,21,0.037934904,0.96,0.938400831,7,1,1,3,1,0,0,Wash hands
10:19.3,21,0.190677777,1,1,7,1,1,3,0,0,0,Wash hands
10:38.5,21,0,0,0,7,2,1,3,1,0,0,Cook
10:39.6,3,0.024434915,0.014705882,0.003303873,7,2,1,1,1,0,0,Cook
10:41.9,6,0.04637091,0.029411765,0.009573736,7,2,1,2,0,0,0,Cook
10:43.9,21,0.0428268,0.044117647,0.015364396,7,2,1,3,0,0,0,Cook
10:44.6,5,0.013385787,0.058823529,0.017174303,7,2,1,2,0,0,0,Cook
10:46.5,7,0.040359485,0.073529412,0.022631355,7,2,1,2,0,0,0,Cook
10:50.5,9,0.083746938,0.088235294,0.033954873,7,2,1,2,0,0,0,Cook
10:51.8,21,0.026386693,0.102941176,0.037522648,7,2,1,3,1,0,0,Cook
10:53.5,21,0.035391623,0.117647059,0.042307989,7,2,1,3,0,0,0,Cook
10:55.6,8,0.044644544,0.132352941,0.048344429,7,2,1,2,0,0,0,Cook
10:56.6,21,0.019467387,0.147058824,0.050976636,7,2,1,3,1,0,0,Cook
10:58.7,21,0.044853652,0.161764706,0.057041349,7,2,1,3,0,0,0,Cook
10:59.5,3,0.017174426,0.176470588,0.059363523,7,2,1,1,0,0,0,Cook
11:02.5,21,0.061611363,0.191176471,0.067694065,7,2,1,3,1,0,0,Cook
11:05.5,1,0.063405381,0.205882353,0.076267178,7,2,1,5,0,0.011415384,0,Cook
11:08.1,1,0.053825475,0.220588235,0.083544982,7,2,1,5,0,0.04010184,0,Cook
11:08.5,21,0.008744931,0.235294118,0.084727394,7,2,1,3,0,0,0,Cook
11:11.1,1,0.054465289,0.25,0.092091707,7,2,1,5,0,0.093776704,0,Cook
11:14.1,1,0.062372118,0.264705882,0.100525112,7,2,1,5,0,0.026932232,0,Cook
11:15.1,21,0.020285871,0.279411765,0.103267987,7,2,1,3,1,0,0,Cook
11:16.5,11,0.028658701,0.294117647,0.107142963,7,2,1,2,0,0,0,Cook
11:22.4,21,0.122513987,0.308823529,0.123708218,7,2,1,3,0,0,0,Cook
11:29.9,0,0.157337952,0.323529412,0.14498206,7,2,1,5,0,0.862706958,0,Cook
11:32.7,0,0.057883267,0.338235294,0.152808522,7,2,1,5,0,0.908371164,0,Cook
11:35.1,0,0.051129871,0.352941176,0.15972185,7,2,1,5,0,0.934307633,0,Cook
11:38.6,21,0.072342867,0.367647059,0.169503411,7,2,1,3,1,0,0,Cook
11:39.7,21,0.0228484,0.382352941,0.172592769,7,2,1,3,0,0,0,Cook
11:41.9,0,0.045754404,0.397058824,0.178779274,7,2,1,5,0,0.956663308,0,Cook
11:50.2,0,0.174295889,0.411764706,0.202346018,7,2,1,5,0,0.981531608,0,Cook
12:18.9,21,0.597209791,0.426470588,0.28309543,7,2,1,3,1,0,0,Cook
12:21.9,21,0.063654039,0.441176471,0.291702165,7,2,1,3,0,0,0,Cook
12:29.5,21,0.157696689,0.455882353,0.313024513,7,2,1,3,1,0,0,Cook
12:31.5,21,0.041603316,0.470588235,0.318649744,7,2,1,3,0,0,0,Cook
12:32.5,21,0.020911967,0.485294118,0.321477275,7,2,1,3,1,0,0,Cook
12:33.6,21,0.023435197,0.5,0.324645975,7,2,1,3,0,0,0,Cook
12:35.7,21,0.042493269,0.514705882,0.330391538,7,2,1,3,1,0,0,Cook
12:40.4,21,0.098900933,0.529411765,0.343764045,7,2,1,3,0,0,0,Cook
12:45.9,21,0.113770349,0.544117647,0.359147062,7,2,1,3,1,0,0,Cook
12:48.5,21,0.055764202,0.558823529,0.366687003,7,2,1,3,0,0,0,Cook
12:50.5,21,0.03966509,0.573529412,0.372050165,7,2,1,3,1,0,0,Cook
13:00.3,21,0.206303914,0.588235294,0.399944751,7,2,1,3,0,0,0,Cook
13:10.0,21,0.200743313,0.602941176,0.427087481,7,2,1,3,1,0,0,Cook
13:14.5,21,0.093652015,0.617647059,0.439750276,7,2,1,3,0,0,0,Cook
14:02.4,21,1,0.632352941,0.574961409,7,2,1,3,1,0,0,Cook
14:03.4,21,0.019515192,0.647058824,0.57760008,7,2,1,3,0,0,0,Cook
14:04.5,21,0.024561089,0.661764706,0.580921013,7,2,1,3,1,0,0,Cook
14:06.7,21,0.045706807,0.676470588,0.587101082,7,2,1,3,0,0,0,Cook
14:20.5,21,0.286940366,0.691176471,0.625898614,7,2,1,3,1,0,0,Cook
14:23.1,0,0.054492517,0.705882353,0.633266609,7,2,1,5,0,1,0,Cook
14:24.5,21,0.028961794,0.720588235,0.637182565,7,2,1,3,0,0,0,Cook
14:26.9,21,0.050106136,0.735294118,0.643957473,7,2,1,3,1,0,0,Cook
14:26.9,0,0.000505718,0.75,0.644025851,7,2,1,5,0,0.951422606,0,Cook
14:28.9,21,0.041930051,0.764705882,0.649695261,7,2,1,3,0,0,0,Cook
14:29.8,0,0.017445538,0.779411765,0.652054092,7,2,1,5,0,0.925200889,0,Cook
14:32.2,0,0.049855414,0.794117647,0.658795099,7,2,1,5,0,0.909032701,0,Cook
14:50.2,0,0.376753268,0.808823529,0.709736335,7,2,1,5,0,0.893243834,0,Cook
15:32.2,0,0.874568958,0.823529412,0.827987794,7,2,1,5,0,0.914200573,0,Cook
15:35.2,0,0.062374828,0.838235294,0.836421565,7,2,1,5,0,0.937933943,0,Cook
15:38.8,21,0.075764639,0.852941176,0.846665788,7,2,1,3,1,0,0,Cook
15:41.2,0,0.048780912,0.867647059,0.85326151,7,2,1,5,0,0.917568945,0,Cook
15:42.8,21,0.033340044,0.882352941,0.857769455,7,2,1,3,0,0,0,Cook
15:45.2,21,0.051231361,0.897058824,0.864696506,7,2,1,3,1,0,0,Cook
15:47.2,0,0.040394031,0.911764706,0.870158228,7,2,1,5,0,0.88885888,0,Cook
15:50.7,21,0.074533566,0.926470588,0.880235996,7,2,1,3,0,0,0,Cook
16:05.6,0,0.310320523,0.941176471,0.922194786,7,2,1,5,0,0.871052025,0,Cook
16:24.2,21,0.388088915,0.955882353,0.974668727,7,2,1,3,1,0,0,Cook
16:27.7,21,0.072670081,0.970588235,0.984494531,7,2,1,3,0,0,0,Cook
16:31.6,21,0.081661356,0.985294118,0.995536055,7,2,1,3,1,0,0,Cook
16:33.2,21,0.033014623,1,1,7,2,1,3,0,0,0,Cook
17:10.3,21,0,0,0,7,3,1,3,1,0,0,Eat
17:14.3,2,0.184383445,0.037037037,0.053865603,7,3,1,0,0,0.071412065,0,Eat
17:17.1,2,0.131952384,0.074074074,0.092414046,7,3,1,0,0,0.712264832,0,Eat
17:17.8,21,0.034641734,0.111111111,0.102534248,7,3,1,3,0,0,0,Eat
17:20.9,2,0.141081115,0.148148148,0.14374955,7,3,1,0,0,1,0,Eat
17:21.9,21,0.046398517,0.185185185,0.157304368,7,3,1,3,1,0,0,Eat
17:23.2,2,0.061487042,0.222222222,0.175267134,7,3,1,0,0,0.776027477,0,Eat
17:23.8,3,0.028731153,0.259259259,0.183660625,7,3,1,1,1,0,0,Eat
17:27.1,3,0.154773841,0.296296296,0.228876106,7,3,1,1,0,0,0,Eat
17:29.5,21,0.107741964,0.333333333,0.260351741,7,3,1,3,1,0,0,Eat
17:34.6,20,0.239933254,0.37037037,0.330445611,7,3,1,3,1,0,0,Eat
17:35.4,19,0.037669589,0.407407407,0.341450368,7,3,1,3,1,0,0,Eat
17:36.0,18,0.024367968,0.444444444,0.348569203,7,3,1,3,1,0,0,Eat
17:37.7,17,0.083288314,0.481481481,0.372900971,7,3,1,3,1,0,0,Eat
17:39.3,21,0.070218947,0.518518519,0.393414667,7,3,1,3,0,0,0,Eat
17:39.4,20,0.005909045,0.555555556,0.39514093,7,3,1,3,0,0,0,Eat
17:39.5,20,0.007251306,0.592592593,0.39725932,7,3,1,3,1,0,0,Eat
17:40.3,19,0.036644984,0.62962963,0.40796475,7,3,1,3,0,0,0,Eat
17:40.6,20,0.014323108,0.666666667,0.412149089,7,3,1,3,0,0,0,Eat
17:42.5,17,0.087472366,0.703703704,0.437703182,7,3,1,3,0,0,0,Eat
17:48.3,17,0.271161981,0.740740741,0.516920183,7,3,1,3,1,0,0,Eat
17:51.2,18,0.134488473,0.777777778,0.556209517,7,3,1,3,0,0,0,Eat
17:51.2,18,0,0.814814815,0.556209517,7,3,1,3,0,0,0,Eat
17:52.3,17,0.048409349,0.851851852,0.570351778,7,3,1,3,0,0,0,Eat
18:13.8,18,1,0.888888889,0.862490818,7,3,1,3,1,0,0,Eat
18:14.8,18,0.046753665,0.925925926,0.876149389,7,3,1,3,0,0,0,Eat
18:22.9,18,0.376371438,0.962962963,0.98610218,7,3,1,3,1,0,0,Eat
18:23.9,18,0.047572623,1,1,7,3,1,3,0,0,0,Eat
18:52.3,18,0,0,0,7,4,1,3,1,0,0,Clean
19:04.8,19,0.530972431,0.010416667,0.028750444,7,4,1,3,1,0,0,Clean
19:05.5,20,0.031037324,0.020833333,0.030431015,7,4,1,3,1,0,0,Clean
19:06.3,21,0.031587381,0.03125,0.03214137,7,4,1,3,1,0,0,Clean
19:08.1,18,0.080161509,0.041666667,0.036481857,7,4,1,3,0,0,0,Clean
19:08.6,19,0.020083664,0.052083333,0.037569323,7,4,1,3,0,0,0,Clean
19:08.8,20,0.005731176,0.0625,0.037879647,7,4,1,3,0,0,0,Clean
19:16.5,21,0.328915833,0.072916667,0.055689379,7,4,1,3,0,0,0,Clean
19:17.5,21,0.042373586,0.083333333,0.057983772,7,4,1,3,1,0,0,Clean
19:24.9,21,0.314311887,0.09375,0.075002746,7,4,1,3,1,0,0,Clean
19:26.8,21,0.082604659,0.104166667,0.079475522,7,4,1,3,0,0,0,Clean
19:36.6,21,0.415309269,0.114583333,0.101963179,7,4,1,3,1,0,0,Clean
19:38.2,2,0.065717119,0.125,0.105521549,7,4,1,0,0,0.118949115,0,Clean
19:38.5,21,0.012367279,0.135416667,0.106191198,7,4,1,3,0,0,0,Clean
19:41.3,1,0.120523387,0.145833333,0.11271715,7,4,1,5,0,0.072380433,0,Clean
19:41.3,2,0,0.15625,0.11271715,7,4,1,0,0,0.337392747,0,Clean
19:47.4,1,0.258168359,0.166666667,0.126696134,7,4,1,5,0,0.810891202,0,Clean
19:59.2,1,0.503355254,0.177083333,0.153951197,7,4,1,5,0,1,0,Clean
20:02.2,1,0.127068606,0.1875,0.160831552,7,4,1,5,0,0.890931123,0,Clean
20:02.2,2,0,0.197916667,0.160831552,7,4,1,0,0,0.161381586,0,Clean
20:05.2,2,0.127062236,0.208333333,0.167711563,7,4,1,0,0,0.341451507,0,Clean
20:08.2,1,0.127059263,0.21875,0.174591412,7,4,1,5,0,0.426777619,0,Clean
20:23.6,21,0.652768908,0.229166667,0.209936742,7,4,1,3,1,0,0,Clean
20:28.6,21,0.214173481,0.239583333,0.221533545,7,4,1,3,0,0,0,Clean
20:47.1,2,0.785932224,0.25,0.26408924,7,4,1,0,0,0.087775682,0,Clean
20:53.1,1,0.254535571,0.260416667,0.27787152,7,4,1,5,0,0.602712114,0,Clean
20:59.1,2,0.254252728,0.270833333,0.291638485,7,4,1,0,0,0.396370253,0,Clean
20:59.1,1,0,0.28125,0.291638485,7,4,1,5,0,0.702665448,0,Clean
21:05.2,1,0.257703325,0.291666667,0.305592289,7,4,1,5,0,0.600949397,0,Clean
21:11.2,1,0.257140188,0.302083333,0.3195156,7,4,1,5,0,0.708792803,0,Clean
21:14.2,2,0.12621031,0.3125,0.326349481,7,4,1,0,0,0.521599661,0,Clean
21:14.2,1,0,0.322916667,0.326349481,7,4,1,5,0,0.606080689,0,Clean
21:17.2,1,0.127917135,0.333333333,0.333275782,7,4,1,5,0,0.359680632,0,Clean
21:17.2,2,0,0.34375,0.333275782,7,4,1,0,0,0.197457687,0,Clean
21:32.1,2,0.633624316,0.354166667,0.367584494,7,4,1,0,0,0.072686899,0,Clean
21:32.1,1,0,0.364583333,0.367584494,7,4,1,5,0,0.075061176,0,Clean
21:35.1,1,0.127917984,0.375,0.37451084,7,4,1,5,0,0.248850998,0,Clean
21:35.1,2,0,0.385416667,0.37451084,7,4,1,0,0,0.297181613,0,Clean
21:38.2,2,0.130854283,0.395833333,0.381596178,7,4,1,0,0,0.645142821,0,Clean
21:41.1,1,0.122439073,0.40625,0.388225859,7,4,1,5,0,0.545956142,0,Clean
21:41.1,2,0,0.416666667,0.388225859,7,4,1,0,0,0.411305313,0,Clean
22:02.1,1,0.893549613,0.427083333,0.436608688,7,4,1,5,0,0.376607818,0,Clean
22:02.1,2,0,0.4375,0.436608688,7,4,1,0,0,0.253141127,0,Clean
22:05.2,1,0.127498391,0.447916667,0.443512314,7,4,1,5,0,0.165287995,0,Clean
22:23.1,1,0.762534798,0.458333333,0.484801114,7,4,1,5,0,0.066253078,0,Clean
22:23.1,2,0,0.46875,0.484801114,7,4,1,0,0,0.121017121,0,Clean
22:27.0,2,0.164950428,0.479166667,0.493732647,7,4,1,0,0,0.530177958,0,Clean
22:29.9,1,0.124026135,0.489583333,0.500448262,7,4,1,5,0,0.350719989,0,Clean
22:32.8,1,0.124021888,0.5,0.507163647,7,4,1,5,0,0.182980855,0,Clean
22:35.8,2,0.124051617,0.510416667,0.513880642,7,4,1,0,0,0.394913413,0,Clean
22:35.8,1,0,0.520833333,0.513880642,7,4,1,5,0,0.441175433,0,Clean
22:41.6,2,0.247958839,0.53125,0.527306814,7,4,1,0,0,0.249923531,0,Clean
22:41.6,1,0,0.541666667,0.527306814,7,4,1,5,0,0.321538094,0,Clean
23:05.1,1,1,0.552083333,0.581453588,7,4,1,5,0,0.162224122,0,Clean
23:23.2,1,0.767769088,0.5625,0.623025807,7,4,1,5,0,0.06326587,0,Clean
23:23.2,2,0,0.572916667,0.623025807,7,4,1,0,0,0.116881108,0,Clean
23:29.2,2,0.254127445,0.583333333,0.636785988,7,4,1,0,0,0.326516447,0,Clean
23:47.3,1,0.769591853,0.59375,0.678456904,7,4,1,5,0,0.32337532,0,Clean
23:47.3,2,0,0.604166667,0.678456904,7,4,1,0,0,0.211243745,0,Clean
24:05.2,1,0.757642382,0.614583333,0.719480795,7,4,1,5,0,0.073376104,0,Clean
24:05.2,2,0,0.625,0.719480795,7,4,1,0,0,0.073299635,0,Clean
24:11.3,1,0.258669492,0.635416667,0.733486914,7,4,1,5,0,0.405025019,0,Clean
24:11.3,2,0,0.645833333,0.733486914,7,4,1,0,0,0.193397555,0,Clean
24:14.4,2,0.135503777,0.65625,0.740824006,7,4,1,0,0,0.377603881,0,Clean
24:14.4,1,0,0.666666667,0.740824006,7,4,1,5,0,0.596582799,0,Clean
24:17.5,1,0.128090408,0.677083333,0.747759688,7,4,1,5,0,0.345588697,0,Clean
24:35.1,2,0.751193907,0.6875,0.788434415,7,4,1,0,0,0.077205848,0,Clean
24:35.1,1,0,0.697916667,0.788434415,7,4,1,5,0,0.075980377,0,Clean
24:38.7,2,0.149227172,0.708333333,0.796514585,7,4,1,0,0,0.218367163,0,Clean
24:38.7,1,0,0.71875,0.796514585,7,4,1,5,0,0.461779031,0,Clean
24:56.2,1,0.745640675,0.729166667,0.836888622,7,4,1,5,0,0.128906213,0,Clean
24:59.2,1,0.12707795,0.739583333,0.843769483,7,4,1,5,0,0.38173911,0,Clean
25:02.1,2,0.124064357,0.75,0.850487168,7,4,1,0,0,0.074908041,0,Clean
25:05.2,1,0.131786475,0.760416667,0.857622981,7,4,1,5,0,0.548330614,0,Clean
25:05.2,2,0,0.770833333,0.857622981,7,4,1,0,0,0.201210569,0,Clean
25:08.3,1,0.128143069,0.78125,0.864561514,7,4,1,5,0,0.44293815,0,Clean
25:23.1,1,0.631093595,0.791666667,0.898733197,7,4,1,5,0,0.071537897,0,Clean
25:28.6,21,0.23129872,0.802083333,0.911257276,7,4,1,3,1,0,0,Clean
25:29.2,1,0.027970008,0.8125,0.912771762,7,4,1,5,0,0.397440824,0,Clean
25:32.5,21,0.137463758,0.822916667,0.920214981,7,4,1,3,0,0,0,Clean
25:33.5,21,0.045683696,0.833333333,0.922688606,7,4,1,3,1,0,0,Clean
25:35.5,22,0.082240913,0.84375,0.927141686,7,4,1,3,1,0,0,Clean
25:38.7,3,0.136032599,0.854166667,0.934507412,7,4,1,1,1,0,0,Clean
25:42.4,22,0.15696615,0.864583333,0.943006623,7,4,1,3,0,0,0,Clean
25:43.7,10,0.058338023,0.875,0.946165439,7,4,1,2,0,0,0,Clean
25:45.4,21,0.069119174,0.885416667,0.949908019,7,4,1,3,0,0,0,Clean
25:45.8,8,0.017662767,0.895833333,0.950864401,7,4,1,2,0,0,0,Clean
25:47.7,9,0.08028675,0.90625,0.955211669,7,4,1,2,0,0,0,Clean
25:47.9,9,0.011678477,0.916666667,0.955844021,7,4,1,2,0,0,0,Clean
25:49.7,21,0.07514742,0.927083333,0.959913011,7,4,1,3,1,0,0,Clean
25:54.3,3,0.196492537,0.9375,0.970552448,7,4,1,1,0,0,0,Clean
25:54.7,22,0.013586179,0.947916667,0.971288096,7,4,1,3,1,0,0,Clean
25:57.8,21,0.132637339,0.958333333,0.97846998,7,4,1,3,0,0,0,Clean
25:59.4,1,0.068641909,0.96875,0.982186718,7,4,1,5,0,0.116268372,0,Clean
25:59.5,22,0.004130991,0.979166667,0.982410398,7,4,1,3,0,0,0,Clean
26:02.3,1,0.116847577,0.989583333,0.988737317,7,4,1,5,0,0.281403429,0,Clean
26:07.1,21,0.208002837,1,1,7,4,1,3,1,0,0,Clean
12:51.6,23,0,0,0,8,0,1,3,1,0,0,Make a phone call
12:52.0,13,0.014834232,0.018867925,0.002454944,8,0,1,3,1,0,0,Make a phone call
12:53.9,14,0.087777594,0.037735849,0.016981416,8,0,1,3,1,0,0,Make a phone call
12:54.2,15,0.012460546,0.056603774,0.019043534,8,0,1,3,1,0,0,Make a phone call
12:55.2,16,0.045416101,0.075471698,0.026559527,8,0,1,3,1,0,0,Make a phone call
12:55.9,18,0.035328144,0.094339623,0.032406045,8,0,1,3,1,0,0,Make a phone call
12:56.5,23,0.02606342,0.113207547,0.036719327,8,0,1,3,0,0,0,Make a phone call
12:57.0,13,0.020128294,0.132075472,0.040050395,8,0,1,3,0,0,0,Make a phone call
12:57.6,14,0.029577561,0.150943396,0.044945239,8,0,1,3,0,0,0,Make a phone call
12:57.8,15,0.010225338,0.169811321,0.046637448,8,0,1,3,0,0,0,Make a phone call
12:58.7,16,0.038172046,0.188679245,0.052954609,8,0,1,3,0,0,0,Make a phone call
12:58.9,17,0.010047003,0.20754717,0.054617306,8,0,1,3,1,0,0,Make a phone call
12:59.4,12,0.026025343,0.226415094,0.058924287,8,0,1,2,0,0,0,Make a phone call
12:59.9,18,0.019952745,0.245283019,0.062226302,8,0,1,3,0,0,0,Make a phone call
13:00.4,18,0.023697268,0.264150943,0.066148006,8,0,1,3,1,0,0,Make a phone call
13:02.6,17,0.099541832,0.283018868,0.082621363,8,0,1,3,0,0,0,Make a phone call
13:02.8,18,0.007853342,0.301886792,0.083921027,8,0,1,3,0,0,0,Make a phone call
13:02.9,17,0.007719203,0.320754717,0.085198492,8,0,1,3,1,0,0,Make a phone call
13:04.2,18,0.05963132,0.339622642,0.095066986,8,0,1,3,1,0,0,Make a phone call
13:05.5,17,0.056289807,0.358490566,0.104382488,8,0,1,3,0,0,0,Make a phone call
13:06.9,18,0.06454689,0.377358491,0.115064469,8,0,1,3,1,0,0,Make a phone call
13:07.4,17,0.022365238,0.396226415,0.118765733,8,0,1,3,1,0,0,Make a phone call
13:08.4,17,0.049297685,0.41509434,0.126924096,8,0,1,3,0,0,0,Make a phone call
13:09.2,18,0.035386493,0.433962264,0.13278027,8,0,1,3,0,0,0,Make a phone call
13:09.5,18,0.013726055,0.452830189,0.13505182,8,0,1,3,1,0,0,Make a phone call
13:11.5,18,0.089327132,0.471698113,0.149834728,8,0,1,3,0,0,0,Make a phone call
13:19.7,18,0.374051753,0.490566038,0.211737227,8,0,1,3,1,0,0,Make a phone call
13:21.6,18,0.088549464,0.509433962,0.226391438,8,0,1,3,0,0,0,Make a phone call
13:31.3,18,0.442436352,0.528301887,0.299611027,8,0,1,3,1,0,0,Make a phone call
13:33.7,18,0.109857021,0.547169811,0.317791464,8,0,1,3,0,0,0,Make a phone call
13:34.1,18,0.01844101,0.566037736,0.3208433,8,0,1,3,1,0,0,Make a phone call
13:35.8,18,0.07485587,0.58490566,0.333231333,8,0,1,3,0,0,0,Make a phone call
13:39.2,18,0.156103067,0.603773585,0.359065111,8,0,1,3,1,0,0,Make a phone call
13:41.5,18,0.107630761,0.622641509,0.37687712,8,0,1,3,0,0,0,Make a phone call
13:46.9,18,0.245267388,0.641509434,0.417466862,8,0,1,3,1,0,0,Make a phone call
13:47.4,17,0.023489622,0.660377358,0.421354202,8,0,1,3,1,0,0,Make a phone call
